ID	XL_ID	XL_ID_source	XENLA_XenBase_GeneNames	XENLA_GenBank_Description	HUMAN_UniProtID	HUMAN_GeneNames_Primary	HUMAN_GeneNames_Synonyms	eggNOG_annotation
ENOG411CP7P	21634428, Xelaev18033182m.g, Xelaev18031123m.g	GenBank, Xenbase_9.1	NA, pik3r4.S, pik3r4.L	adaptor protein p150 [Xenopus laevis], NA	Q99570	PIK3R4	VPS15	phosphoinositide-3-kinase, regulatory subunit 4
ENOG411CP7Q	123896288, 148229035, 66910863, Xelaev18003039m.g, Xelaev18001781m.g	GenBank, Xenbase_9.1	NA, fam208a.S, fam208a.L	RecName: Full=Uncharacterized protein C3orf63 homolog, family with sequence similarity 208, member A [Xenopus laevis], Unknown (protein for IMAGE:6324285) [Xenopus laevis], NA	Q9UK61	TASOR	C3orf63 FAM208A KIAA1105	family with sequence similarity 208, member A
ENOG411CP7R	Xelaev18045566m.g, Xelaev18047798m.g	Xenbase_9.1	nt5m.L, nt5m.S	"NA"	Q9NPB1, Q8TCD5	NT5M, NT5C	DNT2, DNT1 UMPH2	5', 3'-nucleotidase, cytosolic
ENOG411CP7S	Xelaev18025802m.g, Xelaev18023857m.g	Xenbase_9.1	tex264.S, tex264.L	"NA"	Q9Y6I9	TEX264	ZSIG11	testis expressed 264
ENOG411CP7T	13509273, 13509275, 148237976, Xelaev18022934m.g, Xelaev18025078m.g	GenBank, Xenbase_9.1	NA, lhx8.L, lhx8.S	Lhx7 protein [Xenopus laevis], LIM homeobox 8 [Xenopus laevis], NA	Q68G74	LHX8	"NA"	LIM homeobox 8
ENOG411CP7U	147900716, Xelaev18006262m.g, Xelaev18009792m.g	GenBank, Xenbase_9.1	NA, med16.L, med16.S	mediator of RNA polymerase II transcription subunit 16 [Xenopus laevis], NA	Q9Y2X0	MED16	DRIP92 THRAP5	mediator complex subunit 16
ENOG411CP7V	148237661, Xelaev18035939m.g, Xelaev18037712m.g	GenBank, Xenbase_9.1	NA, isoc2.L, isoc2.S	isochorismatase domain-containing protein 2, mitochondrial precursor [Xenopus laevis], NA	Q96AB3	ISOC2	"NA"	Isochorismatase domain containing 2
ENOG411CP7W	148222288, Xelaev18044246m.g	GenBank, Xenbase_9.1	NA, gna13.L	uncharacterized protein LOC496349 [Xenopus laevis], NA	Q14344, Q03113	GNA13, GNA12	"NA"	Guanine nucleotide binding protein (G protein) alpha
ENOG411CP7X	123897612, 150416323, 28422240, 42601256, Xelaev18020386m.g, Xelaev18001691m.g, Xelaev18000555m.g, Xelaev18025518m.g	GenBank, Xenbase_9.1	NA, znf703.S, Xelaev18001691m.g, Xelaev18000555m.g, Xelaev18025518m.g	RecName: Full=Zinc finger protein 703-B, RecName: Full=Zinc finger protein 703-A, Znf703-a protein [Xenopus laevis], nocA-like zinc finger 1 [Xenopus laevis], NA	Q96F45, Q9H7S9	ZNF503, ZNF703	NOLZ1, ZEPPO1 ZPO1	Zinc finger protein
ENOG411CP7Y	147906831, 148222685, Xelaev18019919m.g, Xelaev18016900m.g	GenBank, Xenbase_9.1	NA, ntf3.S, ntf3.L	neurotrophin-3 precursor [Xenopus laevis], neurotrophin 3 precursor [Xenopus laevis], NA	P20783	NTF3	"NA"	neurotrophin 3
ENOG411CP80	Xelaev18031855m.g, Xelaev18033582m.g	Xenbase_9.1	lrrc30.L, lrrc30.S	"NA"	A6NM36	LRRC30	"NA"	Leucine rich repeat containing 30
ENOG411CP81	Xelaev18013955m.g, Xelaev18016509m.g, Xelaev18013957m.g, Xelaev18016511m.g, Xelaev18016507m.g, Xelaev18000088m.g, Xelaev18003246m.g, Xelaev18013952m.g, Xelaev18016510m.g, Xelaev18013958m.g, Xelaev18013954m.g, Xelaev18013953m.g	Xenbase_9.1	None	"NA"	Q8NH53	OR52N1	"NA"	olfactory receptor, family 52, subfamily N, member
ENOG411CP82	Xelaev18043149m.g, Xelaev18045912m.g	Xenbase_9.1	msl1.L, msl1.S	"NA"	Q68DK7	MSL1	MSL1L1	male-specific lethal 1 homolog (Drosophila)
ENOG411CP83	157423392, 66364871, Xelaev18015941m.g, Xelaev18013445m.g	GenBank, Xenbase_9.1	NA, dtx3.S, dtx3.L	LOC100126653 protein [Xenopus laevis], LOC733241 protein [Xenopus laevis], NA	Q8N9I9	DTX3	RNF154	deltex homolog 3 (Drosophila)
ENOG411CP84	148227463, 148234082, Xelaev18003300m.g, Xelaev18016290m.g	GenBank, Xenbase_9.1	NA, acat1.L, acat1.S	acetyl-CoA acetyltransferase A, mitochondrial precursor [Xenopus laevis], acetyl-CoA acetyltransferase B, mitochondrial precursor [Xenopus laevis], NA	P24752	ACAT1	ACAT MAT	acetyl-CoA acetyltransferase 1
ENOG411CP85	Xelaev18016970m.g	Xenbase_9.1	slc25a48.L	"NA"	Q6ZT89	SLC25A48	"NA"	Solute carrier family 25 member 48
ENOG411CP86	52138941, 54261471, Xelaev18006617m.g, Xelaev18001157m.g	GenBank, Xenbase_9.1	NA, sugp1.L, sugp1.S	LOC494697 protein [Xenopus laevis], LOC495256 protein [Xenopus laevis], NA	Q8IWZ8	SUGP1	SF4	SURP and G patch domain containing 1
ENOG411CP87	147899151, Xelaev18023065m.g	GenBank, Xenbase_9.1	NA, dph2.L	diphthamide biosynthesis protein 2 [Xenopus laevis], NA	Q9BQC3	DPH2	DPH2L2	DPH2 homolog (S. cerevisiae)
ENOG411CP88	148234905, 148745083, Xelaev18045342m.g	GenBank, Xenbase_9.1	NA, crym.L	MGC85331 protein [Xenopus laevis], LOC100101313 protein [Xenopus laevis], NA	Q14894	CRYM	THBP	Crystallin, mu
ENOG411CP89	116487819, Xelaev18025152m.g, Xelaev18025153m.g, Xelaev18023022m.g	GenBank, Xenbase_9.1	NA, Xelaev18025152m.g, Xelaev18025153m.g, Xelaev18023022m.g	Mysm1 protein [Xenopus laevis], NA	Q5VVJ2	MYSM1	KIAA1915	Myb-like, SWIRM and MPN domains 1
ENOG411CP8A	148231583	GenBank	"NA"	N-alpha-acetyltransferase 20, NatB catalytic subunit [Xenopus laevis]	P61599	NAA20	NAT5	N(alpha)-acetyltransferase 20, NatB catalytic subunit
ENOG411CP8B	115528808, 171846995, Xelaev18035630m.g, Xelaev18037521m.g	GenBank, Xenbase_9.1	NA, mib2.L, mib2.S	LOC100158387 protein [Xenopus laevis], LOC100158426 protein [Xenopus laevis], NA	Q96AX9	MIB2	SKD ZZANK1	mindbomb E3 ubiquitin protein ligase 2
ENOG411CP8C	Xelaev18045576m.g	Xenbase_9.1	lrrc48.L	"NA"	Q9H069	DRC3	LRRC48	leucine rich repeat containing 48
ENOG411CP8D	148235539, Xelaev18010891m.g	GenBank, Xenbase_9.1	NA, col4a3bp.S	collagen type IV alpha-3-binding protein [Xenopus laevis], NA	Q9Y5P4	COL4A3BP	CERT STARD11	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein
ENOG411CP8E	Xelaev18033921m.g, Xelaev18032259m.g	Xenbase_9.1	ubr5.S, ubr5.L	"NA"	O95071	UBR5	EDD EDD1 HYD KIAA0896	Ubiquitin protein ligase E3 component n-recognin 5
ENOG411CP8F	51258685, Xelaev18047750m.g, Xelaev18045504m.g	GenBank, Xenbase_9.1	NA, syngr3.S, syngr3.L	LOC446291 protein [Xenopus laevis], NA	O43761	SYNGR3	"NA"	Synaptogyrin 3
ENOG411CP8G	114107810, 133777114, 148223589, 31747006, 63101472, 82582270, Xelaev18007460m.g, Xelaev18014178m.g, Xelaev18011670m.g	GenBank, Xenbase_9.1	NA, ssh1.L, ssh2.S, ssh2.L	MGC154316 protein [Xenopus laevis], SSH protein [Xenopus laevis], protein phosphatase Slingshot homolog [Xenopus laevis], slingshot-related protein [Xenopus laevis], RecName: Full=Protein phosphatase Slingshot homolog; Short=xSSH; AltName: Full=Slingshot-related protein, NA	Q8TE77, Q76I76, Q8WYL5	SSH3, SSH2, SSH1	SSH3L, KIAA1725 SSH2L, KIAA1298 SSH1L	slingshot homolog
ENOG411CP8H	Xelaev18028057m.g, Xelaev18031898m.g, Xelaev18033641m.g, Xelaev18003283m.g, Xelaev18030093m.g	Xenbase_9.1	greb1.L, Xelaev18031898m.g, Xelaev18033641m.g, Xelaev18003283m.g, greb1.S	"NA"	Q4ZG55, Q9C091	GREB1, GREB1L	KIAA0575, C18orf6 KIAA1772	growth regulation by estrogen in breast
ENOG411CP8I	Xelaev18017988m.g, Xelaev18008409m.g, Xelaev18020820m.g, Xelaev18011057m.g	Xenbase_9.1	alpk3.L, alpk2.L, alpk3.S, alpk2.S	"NA"	Q96L96, Q86TB3	ALPK3, ALPK2	KIAA1330 MAK, HAK	alpha-kinase
ENOG411CP8J	Xelaev18039090m.g	Xenbase_9.1	clasrp.L	"NA"	Q8N2M8	CLASRP	SFRS16 SWAP2	CLK4-associating serine arginine rich protein
ENOG411CP8K	147901365, Xelaev18041146m.g, Xelaev18039770m.g	GenBank, Xenbase_9.1	NA, zbtb25.S, zbtb25.L	zinc finger and BTB domain containing 25 [Xenopus laevis], NA	P24278	ZBTB25	C14orf51 KUP ZNF46	Zinc finger and BTB domain containing 25
ENOG411CP8M	147906957, 148229419, 148236711, Xelaev18031260m.g, Xelaev18044408m.g, Xelaev18046960m.g	GenBank, Xenbase_9.1	NA, amph.L, bin1.L, bin1.S	MGC82791 protein [Xenopus laevis], amphiphysin [Xenopus laevis], bridging integrator 1 [Xenopus laevis], NA	P49418	AMPH	AMPH1	Bridging integrator 1
ENOG411CP8N	116487996, 12003372, 148228088, Xelaev18007697m.g, Xelaev18010543m.g, Xelaev18029887m.g	GenBank, Xenbase_9.1	NA, sept2-a.L, sept2-a.S, sept2.S	XlSeptA protein [Xenopus laevis], septin A [Xenopus laevis], septin-2B [Xenopus laevis], NA	Q15019	SEPTIN2	DIFF6 KIAA0158 NEDD5 SEPT2	septin 2
ENOG411CP8P	123959706, 14029826, 147900788, 148235076	GenBank	"NA"	LOC100037107 protein [Xenopus laevis], myosin light chain 1av [Xenopus laevis], myosin, light chain 3, alkali; ventricular, skeletal, slow [Xenopus laevis]	P12829, P08590	MYL4, MYL3	MLC1, NA	myosin light chain
ENOG411CP8R	125858369, 148225274, Xelaev18033957m.g, Xelaev18032303m.g	GenBank, Xenbase_9.1	NA, eif3h.S, eif3h.L	LOC100037221 protein [Xenopus laevis], eukaryotic translation initiation factor 3 subunit H [Xenopus laevis], NA	O15372	EIF3H	EIF3S3	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation (By similarity)
ENOG411CP8T	147899366	GenBank	"NA"	methyltransferase like 3 [Xenopus laevis]	Q86U44	METTL3	MTA70	methyltransferase like 3
ENOG411CP8V	115528648, 49257710, 55778577, Xelaev18026100m.g	GenBank, Xenbase_9.1	NA, erlec1.L	LOC495829 protein [Xenopus laevis], LOC100137614 protein [Xenopus laevis], NA	Q96DZ1	ERLEC1	C2orf30 XTP3TPB	Endoplasmic reticulum lectin 1
ENOG411CP8W	115528680, 147899846, 50924816, Xelaev18006204m.g, Xelaev18009741m.g	GenBank, Xenbase_9.1	NA, arrdc2.L, arrdc2.S	LOC100158379 protein [Xenopus laevis], arrestin domain containing 2 [Xenopus laevis], MGC81105 protein [Xenopus laevis], NA	Q8TBH0	ARRDC2	"NA"	Arrestin domain containing 2
ENOG411CP8X	Xelaev18038825m.g, Xelaev18042153m.g	Xenbase_9.1	tnmd.L, tnmd.S	"NA"	Q9H2S6	TNMD	CHM1L	Tenomodulin
ENOG411CP8Y	148223223	GenBank	"NA"	kelch-like 7 [Xenopus laevis]	Q8IXQ5	KLHL7	"NA"	Kelch-like 7 (Drosophila)
ENOG411CP8Z	120538037, 353703743, 49118818, Xelaev18045898m.g	GenBank, Xenbase_9.1	NA, ccr7.S	LOC100036961 protein [Xenopus laevis], chemokine (C-C motif) receptor 7 [Xenopus laevis], MGC80638 protein [Xenopus laevis], NA	P32248	CCR7	CMKBR7 EBI1 EVI1	Chemokine (C-C motif) receptor 7
ENOG411CP90	Xelaev18025940m.g, Xelaev18024044m.g, Xelaev18017735m.g	Xenbase_9.1	loc100170549.S, loc100170549.L, lamb4.L	"NA"	A4D0S4	LAMB4	"NA"	laminin, beta 4
ENOG411CP93	Xelaev18028659m.g, Xelaev18026256m.g	Xenbase_9.1	brox.S, brox.L	"NA"	Q5VW32	BROX	BROFTI C1orf58	BRO1 domain and CAAX motif containing
ENOG411CP94	148237588	GenBank	"NA"	uncharacterized protein LOC379727 [Xenopus laevis]	Q86U38	NOP9	C14orf21 KIAA2021	NOP9 nucleolar protein homolog (yeast)
ENOG411CP95	148231688, 148234257, 27694932	GenBank	"NA"	similar to signal sequence receptor, alpha precursor [Xenopus laevis], signal sequence receptor, alpha (translocon-associated protein alpha) precursor [Xenopus laevis], Ssr1 protein [Xenopus laevis]	P43307	SSR1	TRAPA	signal sequence receptor, alpha
ENOG411CP96	343889494, Xelaev18006138m.g, Xelaev18009689m.g	GenBank, Xenbase_9.1	NA, fgf5.L, fgf5.S	fibroblast growth factor 5 [Xenopus laevis], NA	P12034	FGF5	"NA"	fibroblast growth factor 5
ENOG411CP98	13507535, 148233994, 213625068, Xelaev18046654m.g, Xelaev18033856m.g, Xelaev18032164m.g, Xelaev18043999m.g	GenBank, Xenbase_9.1	NA, mmp24.S, mmp16.S, mmp16.L, mmp24.L	matrix metalloproteinase MT3-MMP [Xenopus laevis], matrix metallopeptidase 16 (membrane-inserted) precursor [Xenopus laevis], MT3-MMP protein [Xenopus laevis], NA	Q9Y5R2, P51512	MMP24, MMP16	MT5MMP, C8orf57 MMPX2	matrix metallopeptidase
ENOG411CP99	Xelaev18017127m.g, Xelaev18018674m.g	Xenbase_9.1	dock2.L, dock5.L	"NA"	Q92608, Q9H7D0	DOCK2, DOCK5	KIAA0209, NA	dedicator of cyto-kinesis
ENOG411CP9A	147901725, 148228269, Xelaev18024143m.g, Xelaev18026028m.g, Xelaev18041725m.g, Xelaev18000033m.g	GenBank, Xenbase_9.1	NA, synpr.L, synpr.S, syp.S, syp.L	synaptophysin [Xenopus laevis], NA	P08247, Q8TBG9	SYP, SYNPR	"NA"	Synaptoporin
ENOG411CP9D	147904396, Xelaev18037984m.g, Xelaev18036416m.g	GenBank, Xenbase_9.1	NA, akr7a2.S, akr7a2.L	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase) [Xenopus laevis], NA	O43488, Q8NHP1, O95154	AKR7A2, AKR7L, AKR7A3	AFAR AFAR1 AKR7, AFAR3 AKR7A4, AFAR2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)
ENOG411CP9E	Xelaev18000581m.g, Xelaev18011720m.g	Xenbase_9.1	loc100497030-like.S, srr.L	"NA"	Q9GZT4	SRR	"NA"	serine racemase
ENOG411CP9F	Xelaev18045908m.g, Xelaev18043146m.g	Xenbase_9.1	rapgefl1.S, rapgefl1.L	"NA"	Q9UHV5	RAPGEFL1	"NA"	Rap guanine nucleotide exchange factor (GEF)-like 1
ENOG411CP9H	114108118, 120538238, 49256199, 62739300, 80477855, Xelaev18022718m.g, Xelaev18022715m.g, Xelaev18022716m.g, Xelaev18022714m.g	GenBank, Xenbase_9.1	NA, ces2.L, loc100493819-like.L, loc100493652-like.L, loc100494149.L	Unknown (protein for IMAGE:7008486) [Xenopus laevis], Unknown (protein for MGC:160165) [Xenopus laevis], LOC443703 protein [Xenopus laevis], Unknown (protein for IMAGE:7009710) [Xenopus laevis], NA	O00748, P23141, Q6NT32	CES2, CES1, CES5A	ICE, CES2 SES1, CES7	Carboxylesterase
ENOG411CP9I	18139834, Xelaev18039950m.g, Xelaev18041041m.g	GenBank, Xenbase_9.1	NA, baz1a.L, baz1a.S	ATP-utilizing chromatin assembly factor 1 [Xenopus laevis], NA	Q9NRL2	BAZ1A	ACF1 WCRF180	Bromodomain adjacent to zinc finger domain, 1A
ENOG411CP9J	12004995, 147901091, 147903797, 148224345, 148227415, 148228629, 148235531, 15553377, Xelaev18047886m.g, Xelaev18011811m.g, Xelaev18014531m.g, Xelaev18014532m.g, Xelaev18045676m.g	GenBank, Xenbase_9.1	NA, cldn6.2.S, cldn4.L, cldn4.S, cldn3.S, cldn6.1.L	transmembrane tight junction protein claudin [Xenopus laevis], claudin 4 [Xenopus laevis], claudin 6, gene 2 [Xenopus laevis], claudin 3 [Xenopus laevis], claudin 6, gene 1 [Xenopus laevis], claudin4L2 [Xenopus laevis], claudin A [Xenopus laevis], NA	O15551, O14493, O95484, P56747	CLDN3, CLDN4, CLDN9, CLDN6	C7orf1 CPETR2, CPER CPETR1 WBSCR8, NA	claudin 6
ENOG411CP9K	148229429, 148231929, 148232896, 157423224, 213625404, Xelaev18027752m.g, Xelaev18029833m.g, Xelaev18011751m.g	GenBank, Xenbase_9.1	NA, gyg1.L, gyg1.S, gyg2.L	mitotic phosphoprotein 45 [Xenopus laevis], glycogenin 1 [Xenopus laevis], LOC100126641 protein [Xenopus laevis], NA	O15488, P46976	GYG2, GYG1	NA, GYG	Glycogenin
ENOG411CP9M	147901796, 147906943, 148234678, Xelaev18045226m.g	GenBank, Xenbase_9.1	NA, ttyh3.L	uncharacterized protein LOC431815 [Xenopus laevis], protein tweety homolog 2 [Xenopus laevis], protein tweety homolog 3 [Xenopus laevis], NA	Q9C0H2, Q9BSA4	TTYH3, TTYH2	KIAA1691, C17orf29	Tweety homolog
ENOG411CP9P	147901027, 147902018, Xelaev18029800m.g, Xelaev18027709m.g	GenBank, Xenbase_9.1	NA, selt.S, selt.L	selenoprotein T [Xenopus laevis], similar to selenoprotein T [Xenopus laevis], NA	P62341	SELENOT	SELT	selenoprotein T
ENOG411CP9Q	147905195, Xelaev18005098m.g, Xelaev18008917m.g	GenBank, Xenbase_9.1	NA, wfs1.L, wfs1.S	Wolfram syndrome 1 (wolframin) [Xenopus laevis], NA	O76024	WFS1	"NA"	Wolfram syndrome 1 (wolframin)
ENOG411CP9S	148224311, 148230939, 148232838, 51242987, 58201124, 58201126, 58884328, 58884372, 58884394, 58884416, 58884437, Xelaev18010127m.g, Xelaev18020450m.g, Xelaev18018420m.g, Xelaev18006907m.g	GenBank, Xenbase_9.1	NA, pcsk5.S, pcsk6.S, pcsk6.L, pcsk5.L	proprotein convertase subtilisin/kexin type 6 precursor [Xenopus laevis], uncharacterized protein LOC495940 precursor [Xenopus laevis], proprotein convertase subtilisin/kexin type 5 precursor [Xenopus laevis], subtilisin-like protease SPC6A [Xenopus laevis], PACE4AIIa [Xenopus laevis], PACE4AIIb [Xenopus laevis], proprotein convertase 6A [Xenopus laevis], proprotein convertase 6C [Xenopus laevis], proprotein convertase 6D [Xenopus laevis], proprotein convertase 6E [Xenopus laevis], proprotein convertase 6F [Xenopus laevis], NA	Q92824, P29122	PCSK5, PCSK6	PC5 PC6, PACE4	proprotein convertase subtilisin kexin type
ENOG411CP9T	147900885, 21634426, Xelaev18036896m.g, Xelaev18034608m.g	GenBank, Xenbase_9.1	NA, blnk.S, blnk.L	B-cell linker [Xenopus laevis], adaptor protein BLNK [Xenopus laevis], NA	Q8WV28	BLNK	BASH SLP65	B-cell linker
ENOG411CP9U	Xelaev18026393m.g	Xenbase_9.1	tcte1.L	"NA"	Q5JU00	TCTE1	DRC5	T-complex-associated-testis-expressed 1
ENOG411CP9V	115292033, 58177865, Xelaev18025591m.g, Xelaev18023581m.g	GenBank, Xenbase_9.1	NA, uchl5.S, uchl5.L	LOC733154 protein [Xenopus laevis], NA	Q9Y5K5	UCHL5	UCH37	ubiquitin carboxyl-terminal hydrolase L5
ENOG411CP9X	51950241, Xelaev18026732m.g	GenBank, Xenbase_9.1	NA, gpatch11.L	LOC446972 protein [Xenopus laevis], NA	Q8N954	GPATCH11	CCDC75 CENP-Y	coiled-coil domain containing 75
ENOG411CP9Y	Xelaev18010391m.g, Xelaev18007462m.g	Xenbase_9.1	selplg.S, selplg-like.L	"NA"	Q14242	SELPLG	"NA"	Selectin P ligand
ENOG411CP9Z	148234042, Xelaev18031528m.g	GenBank, Xenbase_9.1	NA, c5orf22.L	hypothetical protein LOC398755 [Xenopus laevis], NA	Q49AR2	C5orf22	"NA"	chromosome 5 open reading frame 22
ENOG411CPA0	Xelaev18043723m.g, Xelaev18046441m.g, Xelaev18036158m.g, Xelaev18037874m.g	Xenbase_9.1	aatk.L, aatk.S, lmtk3.L, lmtk3.S	"NA"	Q6ZMQ8, A0A0A0MQW5, Q96Q04	AATK, LMTK3	AATYK KIAA0641 LMR1 LMTK1, NA, KIAA1883 TYKLM3	tyrosine kinase
ENOG411CPA1	147901751, 148229941, Xelaev18043027m.g, Xelaev18011134m.g, Xelaev18040961m.g	GenBank, Xenbase_9.1	NA, loc101734468.S, syt4.S, loc101734468.L	MGC84272 protein [Xenopus laevis], synaptotagmin 4 [Xenopus laevis], NA	Q9H2B2, Q9BT88	SYT4, SYT11	KIAA1342, KIAA0080	Synaptotagmin
ENOG411CPA2	Xelaev18017537m.g	Xenbase_9.1	mdm1.L	"NA"	Q8TC05	MDM1	"NA"	Mdm1 nuclear protein homolog (mouse)
ENOG411CPA3	123903913, 124481911, 46253604, 46253606, Xelaev18042367m.g	GenBank, Xenbase_9.1	NA, rtn2.S	RecName: Full=Reticulon-2; Short=xRTN2, RTN2 protein [Xenopus laevis], RTN2-B [Xenopus laevis], RTN2-C [Xenopus laevis], NA	O75298	RTN2	NSPL1	Reticulon 2
ENOG411CPA4	Xelaev18027967m.g, Xelaev18030009m.g	Xenbase_9.1	dzip1l.L, dzip1l.S	"NA"	Q8IYY4	DZIP1L	"NA"	DAZ interacting protein 1-like
ENOG411CPA5	Xelaev18007583m.g	Xenbase_9.1	sfi1-like.L	"NA"	A8K8P3	SFI1	KIAA0542	Sfi1 homolog, spindle assembly associated (yeast)
ENOG411CPA6	148232274, Xelaev18033184m.g, Xelaev18022652m.g, Xelaev18033185m.g, Xelaev18031124m.g, Xelaev18024931m.g	GenBank, Xenbase_9.1	NA, Xelaev18033184m.g, atp2c2.L, Xelaev18033185m.g, Xelaev18031124m.g, atp2c2.S	ATPase, Ca++ transporting, type 2C, member 2 [Xenopus laevis], NA	P98194, O75185	ATP2C1, ATP2C2	KIAA1347 PMR1L, KIAA0703 SPCA2	ATPase, Ca transporting, type 2C, member
ENOG411CPA7	148228243, Xelaev18012348m.g, Xelaev18021070m.g	GenBank, Xenbase_9.1	NA, st7l.L, st7.S	suppression of tumorigenicity 7 [Xenopus laevis], NA	Q9NRC1, Q8TDW4	ST7, ST7L	FAM4A1 HELG RAY1, ST7R	Suppression of tumorigenicity 7
ENOG411CPA8	Xelaev18017551m.g, Xelaev18021164m.g	Xenbase_9.1	kcnmb4.L, kcnmb4.S	"NA"	Q86W47	KCNMB4	"NA"	potassium large conductance calcium-activated channel, subfamily M, beta member 4
ENOG411CPA9	147903835, Xelaev18038198m.g	GenBank, Xenbase_9.1	NA, rpl12.L	ribosomal protein L12 [Xenopus laevis], NA	P30050	RPL12	"NA"	Ribosomal protein L12
ENOG411CPAB	118763698, 122936388, Xelaev18026185m.g, Xelaev18028716m.g	GenBank, Xenbase_9.1	NA, diexf.L, diexf.S	LOC100036812 protein [Xenopus laevis], LOC100037097 protein [Xenopus laevis], NA	Q68CQ4	DIEXF	C1orf107 DEF	Digestive organ expansion factor homolog (Zebrafish)
ENOG411CPAC	291290949, 50418409, Xelaev18047144m.g, Xelaev18013496m.g, Xelaev18015973m.g, Xelaev18013495m.g, Xelaev18015974m.g, Xelaev18044640m.g	GenBank, Xenbase_9.1	NA, galnt3.S, Xelaev18013496m.g, Xelaev18015973m.g, Xelaev18013495m.g, Xelaev18015974m.g, galnt3.L	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6) [Xenopus laevis], LOC445879 protein [Xenopus laevis], NA	Q14435, Q8NCL4	GALNT3, GALNT6	"NA"	UDP-N-acetyl-alpha-D-galactosamine polypeptide N-acetylgalactosaminyltransferase
ENOG411CPAD	312191382, 312191384, 62739378, Xelaev18033350m.g, Xelaev18042406m.g, Xelaev18039109m.g	GenBank, Xenbase_9.1	NA, gabbr2.S, gabbr1.S, gabbr1.L	gamma-aminobutyric acid B receptor 1 [Xenopus laevis], gamma-aminobutyric acid B receptor 2 [Xenopus laevis], LOC733216 protein [Xenopus laevis], NA	Q9UBS5, O75899	GABBR1, GABBR2	GPRC3A, GPR51 GPRC3B	Gamma-aminobutyric acid (GABA) B receptor
ENOG411CPAE	Xelaev18018036m.g, Xelaev18020777m.g	Xenbase_9.1	stra6.L, stra6.S	"NA"	Q9BX79	STRA6	"NA"	stimulated by retinoic acid 6 homolog (mouse)
ENOG411CPAF	119850893	GenBank	"NA"	Mks1 protein [Xenopus laevis]	Q9NXB0	MKS1	"NA"	Meckel syndrome type 1
ENOG411CPAG	148231362, Xelaev18012217m.g, Xelaev18021287m.g, Xelaev18014964m.g	GenBank, Xenbase_9.1	NA, slc41a1.L, slc41a2.S, slc41a1.S	solute carrier family 41 member 2 [Xenopus laevis], NA	Q8IVJ1, Q96JW4	SLC41A1, SLC41A2	"NA"	solute carrier family 41 member
ENOG411CPAH	Xelaev18023301m.g, Xelaev18025367m.g	Xenbase_9.1	rwdd3.L, rwdd3.S	"NA"	Q9Y3V2	RWDD3	RSUME	RWD domain containing 3
ENOG411CPAI	114149301, 114149302, 114152805, 118764344, 147903125, 148225712, 148229092, 161611750, 1655905, 288541378, 64984, Xelaev18028837m.g, Xelaev18024178m.g, Xelaev18026543m.g	GenBank, Xenbase_9.1	NA, foxa2.S, foxa4.S, foxa2.L	RecName: Full=Forkhead box protein A1-A; Short=FoxA1a; AltName: Full=Fork head domain-related protein 7; Short=xFD-7; AltName: Full=Hepatocyte nuclear factor 3-alpha homolog A; Short=HNF3alpha homolog A; Short=xHNF3alpha-A, RecName: Full=Forkhead box protein A2-B; Short=FoxA2-B; Short=FoxA2b; AltName: Full=Fork head domain-related protein 3'; Short=xFD-3'; AltName: Full=Hepatocyte nuclear factor 3-beta homolog B; Short=HNF-3-beta-B; Short=HNF3-beta homolog B; Short=HNF3-beta-B; Short=xHNF3-beta-B, RecName: Full=Forkhead box protein A4-A; Short=FoxA4-A; Short=FoxA4a; AltName: Full=Fork head domain-related protein 1; Short=xFD-1; AltName: Full=Protein pintallavis, LOC100125667 protein [Xenopus laevis], forkhead box protein A4-B [Xenopus laevis], forkhead box protein A4-A [Xenopus laevis], forkhead box protein A1-B [Xenopus laevis], LOC100127318 protein [Xenopus laevis], XFD-1 [Xenopus laevis], forkhead box protein A2-A [Xenopus laevis], pintallavis [Xenopus laevis], NA	P55317, Q9Y261	FOXA1, FOXA2	HNF3A TCF3A, HNF3B TCF3B	forkhead box
ENOG411CPAK	148223760, Xelaev18026436m.g, Xelaev18026283m.g	GenBank, Xenbase_9.1	NA, loc105946059.L, ephx1.L	epoxide hydrolase 1, microsomal (xenobiotic) [Xenopus laevis], NA	P07099	EPHX1	EPHX EPOX	Epoxide hydrolase 1, microsomal (Xenobiotic)
ENOG411CPAM	Xelaev18014955m.g, Xelaev18012225m.g	Xenbase_9.1	cdk18.S, cdk18.L	"NA"	Q07002	CDK18	PCTAIRE3 PCTK3	Cyclin-dependent kinase 18
